id_servicio,tipo_cliente,tipo_servicio,plan,velocidad_bajada_mbps,velocidad_subida_mbps,precio_contratado,antiguedad_meses,cantidad_equipos,cantidad_tickets,tickets_abiertos,tickets_criticos,promedio_dias_resolucion,cantidad_facturas,facturas_vencidas,monto_facturado,monto_pagado,saldo_pendiente,dias_atraso_promedio,cantidad_interacciones,cancelo_servicio,probabilidad_cancelacion,prediccion_cancelacion,nivel_riesgo
317,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,647,4,2,8,2,2,19.74,4,3,2976.2,1619.35,1356.85,24.56,6,1,1.0,1,Alto
318,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,691,33,2,0,0,0,0.0,18,0,14303.7,13008.51,1295.19,1.1,1,1,1.0,1,Alto
319,Persona natural,Cable,Cable 100 Mbps,100,20,763,7,2,4,2,1,8.05,7,3,6142.15,4118.51,2023.64,17.69,5,0,0.0,0,Bajo
320,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1484,55,2,1,0,0,0.93,18,2,30718.8,29224.86,1493.94,3.63,3,0,0.11382113821138211,0,Bajo
321,Empresa,Inalámbrico,Inalámbrico 50 Mbps,50,20,612,32,2,3,1,0,3.82,18,2,12668.4,11557.79,1110.61,13.03,5,0,0.14,0,Bajo
322,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,794,48,2,2,0,0,0.93,18,4,16435.8,16203.53,232.27,0.3,1,0,0.0,0,Bajo
323,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,644,52,2,2,1,0,1.04,18,0,13330.8,12693.99,636.81,1.86,3,0,0.0,0,Bajo
324,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,693,20,2,8,3,4,6.16,18,5,14345.1,8555.09,5790.01,23.25,5,1,0.4722222222222222,0,Medio
325,Persona natural,Cable,Cable 100 Mbps,100,20,763,22,2,1,0,0,1.79,18,0,15794.1,15362.98,431.12,0.33,2,0,0.0,0,Bajo
326,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,765,10,2,4,0,1,8.43,10,2,8797.5,8142.85,654.65,7.26,5,0,0.0,0,Bajo
327,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1545,48,2,2,0,0,2.49,18,0,31981.5,30891.86,1089.64,0.36,3,0,0.0,0,Bajo
328,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6023,28,3,1,1,0,2.83,18,6,124676.1,117171.56,7504.54,7.43,4,0,0.4074074074074074,0,Medio
329,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1007,36,2,0,0,0,0.0,18,0,20844.9,20539.32,305.58,0.63,3,0,0.0,0,Bajo
330,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1473,21,2,9,3,5,17.21,18,6,30491.1,23615.92,6875.18,27.25,9,1,0.45,0,Medio
331,Persona natural,Cable,Cable 100 Mbps,100,20,760,26,2,1,0,1,8.17,18,3,15732.0,13679.46,2052.54,9.75,4,0,0.3037037037037037,0,Medio
332,Persona natural,Cable,Cable 50 Mbps,50,10,600,34,2,0,0,0,0.0,18,1,12420.0,12018.03,401.97,3.83,2,0,0.0,0,Bajo
333,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1017,43,2,2,0,0,2.8,18,4,21051.9,20860.64,191.26,4.38,2,0,0.0,0,Bajo
334,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,502,9,2,1,0,1,6.12,9,1,5195.7,4311.14,884.56,4.12,5,1,0.14,0,Bajo
335,Empresa,Fibra óptica,Fibra 200 Mbps,200,100,997,9,2,4,1,0,6.05,9,2,10318.95,9772.26,546.69,8.88,2,0,0.0,0,Bajo
336,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,521,22,2,0,0,0,4.18,18,1,10784.7,8769.86,2014.84,4.53,4,0,0.3037037037037037,0,Medio
337,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6013,28,3,2,0,0,2.45,18,1,124469.1,120300.49,4168.61,3.73,3,0,0.11382113821138211,0,Bajo
338,Persona natural,Cable,Cable 50 Mbps,50,10,550,38,2,1,0,0,2.99,18,1,11385.0,11045.31,339.69,1.27,1,0,0.0,0,Bajo
339,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,476,35,2,0,0,0,0.0,18,1,9853.2,9594.78,258.42,0.0,2,0,0.0,0,Bajo
340,Persona natural,Cable,Cable 50 Mbps,50,10,634,48,2,1,0,0,1.33,18,0,13123.8,12696.08,427.72,0.05,2,0,0.0,0,Bajo
341,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1027,20,2,4,1,1,5.68,18,3,21258.9,18649.62,2609.28,5.09,2,0,0.11382113821138211,0,Bajo
342,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1452,17,2,2,0,1,2.84,17,4,28386.6,26751.87,1634.73,11.04,5,0,0.11382113821138211,0,Bajo
343,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,771,36,2,1,1,0,6.82,18,4,15959.7,12460.73,3498.97,3.98,5,1,0.9333333333333333,1,Alto
344,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,623,8,2,6,1,2,9.09,8,3,5731.6,4018.35,1713.25,8.81,5,1,0.3037037037037037,0,Medio
345,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,504,30,2,3,0,0,7.2,18,6,10432.8,8153.75,2279.05,4.2,4,1,0.3037037037037037,0,Medio
346,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,805,37,2,5,1,0,5.38,18,2,16663.5,13698.75,2964.75,7.0,5,0,0.3037037037037037,0,Medio
347,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,643,47,2,1,0,1,1.12,18,0,13310.1,12708.37,601.73,0.26,1,0,0.0,0,Bajo
348,Empresa,Inalámbrico,Inalámbrico 20 Mbps,20,10,503,33,2,5,0,1,3.25,18,3,10412.1,9076.18,1335.92,4.96,3,0,0.3037037037037037,0,Medio
349,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,542,14,2,4,0,1,2.08,14,5,8726.2,8107.81,618.39,13.44,5,0,0.0,0,Bajo
350,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,507,45,2,0,0,0,0.0,18,2,10494.9,10357.77,137.13,1.24,2,0,0.0,0,Bajo
351,Persona natural,Cable,Cable 50 Mbps,50,10,584,30,2,4,0,0,5.98,18,3,12088.8,9385.47,2703.33,6.13,2,1,0.3037037037037037,0,Medio
352,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,605,15,2,8,2,4,7.72,15,9,10436.25,7325.62,3110.63,15.23,6,1,0.4722222222222222,0,Medio
353,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1505,27,2,1,0,0,1.97,18,2,31153.5,31147.0,6.5,0.12,1,0,0.0,0,Bajo
354,Persona natural,Cable,Cable 100 Mbps,100,20,715,32,2,6,0,1,3.11,18,1,14800.5,14037.8,762.7,7.8,5,0,0.0,0,Bajo
355,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,798,34,2,4,1,1,5.52,18,3,16518.6,15846.52,672.08,14.06,2,0,0.0,0,Bajo
356,Persona natural,Cable,Cable 50 Mbps,50,10,607,11,2,9,3,2,8.67,11,6,7678.55,6396.07,1282.48,22.24,9,0,0.14,0,Bajo
357,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,649,5,2,6,2,2,8.94,5,2,3731.75,2273.16,1458.59,13.82,10,1,0.6764705882352942,1,Alto
358,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,630,24,2,3,1,0,3.81,18,3,13041.0,11844.48,1196.52,3.34,4,0,0.14,0,Bajo
359,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,514,41,2,4,1,0,7.97,18,4,10639.8,9666.98,972.82,3.15,4,0,0.14,0,Bajo
360,Empresa,Fibra óptica,Fibra 500 Mbps,500,250,1534,10,2,4,0,0,7.93,10,1,17641.0,15480.53,2160.47,3.48,6,0,0.11382113821138211,0,Bajo
361,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,607,26,2,2,0,0,1.34,18,2,12564.9,12306.65,258.25,3.17,3,0,0.0,0,Bajo
362,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1512,58,2,0,0,0,0.0,18,1,31298.4,30210.22,1088.18,4.63,2,0,0.0,0,Bajo
363,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,612,22,2,2,1,0,5.71,18,3,12668.4,11931.79,736.61,7.45,2,0,0.0,0,Bajo
364,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1503,22,2,7,2,3,9.11,18,10,31112.1,27731.46,3380.64,9.01,10,0,0.45,0,Medio
365,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1526,22,2,7,1,4,16.25,18,2,31588.2,28023.79,3564.41,15.95,6,0,0.4722222222222222,0,Medio
366,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1007,41,2,1,0,0,1.37,18,4,20844.9,20568.11,276.79,2.83,3,0,0.0,0,Bajo
367,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,610,37,2,5,0,0,8.16,18,4,12627.0,11084.21,1542.79,10.98,3,0,0.3037037037037037,0,Medio
368,Empresa,Fibra óptica,Fibra 200 Mbps,200,100,973,27,2,0,0,0,0.0,18,1,20141.1,19576.79,564.31,4.17,2,0,0.0,0,Bajo
369,Persona natural,Cable,Cable 50 Mbps,50,10,555,36,2,4,1,1,8.78,18,5,11488.5,10865.52,622.98,7.26,6,0,0.0,0,Bajo
370,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1478,23,2,2,0,0,1.84,18,3,30594.6,29296.44,1298.16,4.05,2,0,0.0,0,Bajo
371,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,812,10,2,6,2,3,18.33,10,5,9338.0,5788.6,3549.4,29.31,4,0,0.4722222222222222,0,Medio
372,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,676,24,2,4,2,2,13.1,18,7,13993.2,10336.0,3657.2,21.0,8,0,0.6764705882352942,1,Alto
373,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6034,27,3,2,0,0,2.45,18,2,124903.8,123311.03,1592.77,3.28,2,0,0.11382113821138211,0,Bajo
374,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1511,21,2,7,3,3,13.15,18,8,31277.7,23935.2,7342.5,21.22,4,1,0.4722222222222222,0,Medio
375,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1518,22,2,5,0,1,7.9,18,2,31422.6,28311.05,3111.55,3.8,3,0,0.11382113821138211,0,Bajo
376,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,630,33,2,2,1,0,7.84,18,2,13041.0,10684.64,2356.36,4.84,2,1,0.3037037037037037,0,Medio
377,Empresa,Fibra óptica,Fibra 100 Mbps,100,50,797,24,2,1,1,0,3.18,18,1,16497.9,14375.28,2122.62,13.04,5,0,0.3037037037037037,0,Medio
378,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1023,49,2,0,0,0,0.0,18,1,21176.1,20868.31,307.79,3.02,3,0,0.0,0,Bajo
379,Persona natural,Cable,Cable 50 Mbps,50,10,607,54,2,2,1,0,2.57,18,3,12564.9,12559.23,5.67,1.32,3,0,0.0,0,Bajo
380,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1543,33,2,3,0,0,6.31,18,5,31940.1,28300.22,3639.88,10.71,3,0,0.11382113821138211,0,Bajo
381,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,774,23,2,0,0,0,0.0,18,1,16021.8,15755.45,266.35,1.37,3,0,0.0,0,Bajo
382,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1005,24,2,5,1,3,11.22,18,9,20803.5,14489.61,6313.89,26.2,8,0,0.45,0,Medio
383,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,663,38,2,5,1,1,8.84,18,5,13724.1,12677.22,1046.88,11.56,3,0,0.14,0,Bajo
384,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,5989,21,3,9,3,2,19.56,18,7,123972.3,109679.41,14292.89,16.52,4,0,0.4722222222222222,0,Medio
385,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,788,40,2,0,0,0,0.0,18,3,16311.6,15762.6,549.0,1.53,3,0,0.0,0,Bajo
386,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,973,58,2,2,0,0,2.95,18,2,20141.1,19315.73,825.37,2.59,1,0,0.0,0,Bajo
387,Empresa,Cable,Cable 50 Mbps,50,10,633,32,2,4,0,2,8.72,18,1,13103.1,10392.07,2711.03,5.38,5,1,0.3037037037037037,0,Medio
388,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,811,24,2,1,0,0,1.47,18,3,16787.7,16568.23,219.47,2.62,2,0,0.0,0,Bajo
389,Empresa,Enlace dedicado,Dedicado 100 Mbps,100,100,3478,28,3,1,0,0,6.0,18,3,71994.6,57735.72,14258.88,13.36,6,1,0.4074074074074074,0,Medio
390,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1501,4,2,7,2,3,5.63,4,2,6904.6,5568.34,1336.26,12.03,10,1,1.0,1,Alto
391,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,499,36,2,2,0,0,1.38,18,3,10329.3,10210.06,119.24,3.31,1,0,0.0,0,Bajo
392,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,821,8,2,2,1,0,3.23,8,4,7553.2,5918.8,1634.4,3.83,5,1,0.3037037037037037,0,Medio
393,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1456,15,2,1,1,0,2.12,15,6,25116.0,22127.02,2988.98,9.86,3,0,0.11382113821138211,0,Bajo
394,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6028,34,3,1,0,0,1.85,18,1,124779.6,119838.96,4940.64,2.03,1,0,0.11382113821138211,0,Bajo
395,Empresa,Fibra óptica,Fibra 500 Mbps,500,250,1490,33,2,1,0,0,5.98,18,1,30843.0,26938.38,3904.62,14.32,6,0,0.11382113821138211,0,Bajo
396,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,536,17,2,4,0,0,7.34,17,4,10478.8,9029.58,1449.22,13.91,5,0,0.3037037037037037,0,Medio
397,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1487,14,2,5,0,0,3.11,14,3,23940.7,23172.72,767.98,7.35,6,0,0.0,0,Bajo
398,Persona natural,Cable,Cable 50 Mbps,50,10,634,54,2,1,0,0,2.75,18,0,13123.8,12633.44,490.36,1.03,1,0,0.0,0,Bajo
399,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,955,59,2,0,0,0,0.0,18,3,19768.5,19468.86,299.64,1.68,3,0,0.0,0,Bajo
400,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1465,30,2,3,0,0,8.43,18,7,30325.5,27264.7,3060.8,14.59,2,0,0.11382113821138211,0,Bajo
401,Persona natural,Cable,Cable 100 Mbps,100,20,714,21,2,2,0,0,2.84,18,3,14779.8,14045.48,734.32,0.88,1,0,0.0,0,Bajo
402,Empresa,Inalámbrico,Inalámbrico 20 Mbps,20,10,546,12,2,2,0,0,3.59,12,0,7534.8,6110.66,1424.14,0.13,5,0,0.3037037037037037,0,Medio
403,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,835,36,2,1,0,0,7.4,18,1,17284.5,16167.28,1117.22,14.34,4,0,0.0,0,Bajo
404,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,545,32,2,4,0,0,3.05,18,5,11281.5,10377.39,904.11,14.63,4,1,0.14,0,Bajo
405,Persona natural,Cable,Cable 50 Mbps,50,10,626,36,2,0,0,0,0.0,18,1,12958.2,12550.02,408.18,1.23,1,0,0.0,0,Bajo
406,Empresa,Cable,Cable 50 Mbps,50,10,649,12,2,8,2,5,13.89,12,5,8956.2,7329.29,1626.91,9.47,5,0,0.3037037037037037,0,Medio
407,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1548,11,2,4,0,1,5.93,11,2,19582.2,17408.49,2173.71,9.05,4,0,0.11382113821138211,0,Bajo
408,Empresa,Enlace dedicado,Dedicado 100 Mbps,100,100,3468,26,3,1,0,0,7.34,18,5,71787.6,59160.02,12627.58,12.98,2,0,0.4074074074074074,0,Medio
409,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1527,10,2,3,1,0,2.39,10,5,17560.5,14256.11,3304.39,7.81,3,0,0.11382113821138211,0,Bajo
410,Persona natural,Cable,Cable 100 Mbps,100,20,710,21,2,4,0,1,6.51,18,4,14697.0,11779.66,2917.34,5.75,6,1,0.3037037037037037,0,Medio
411,Empresa,Inalámbrico,Inalámbrico 50 Mbps,50,20,620,43,2,0,0,0,0.0,18,1,12834.0,12310.91,523.09,0.21,1,0,0.0,0,Bajo
412,Persona natural,Cable,Cable 100 Mbps,100,20,793,13,2,8,3,4,5.36,13,3,11855.35,10028.56,1826.79,10.36,4,1,0.3037037037037037,0,Medio
413,Empresa,Fibra óptica,Fibra 500 Mbps,500,250,1505,16,2,9,3,2,9.46,16,7,27692.0,21431.76,6260.24,20.26,4,0,0.4722222222222222,0,Medio
414,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,976,12,2,4,1,1,8.81,12,1,13468.8,13055.21,413.59,3.53,6,0,0.0,0,Bajo
415,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,628,11,2,3,1,1,5.81,11,2,7944.2,7370.49,573.71,8.93,4,0,0.0,0,Bajo
416,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,991,40,2,2,0,0,2.7,18,0,20513.7,20078.26,435.44,0.51,1,0,0.0,0,Bajo
417,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,641,39,2,1,1,0,7.58,18,6,13268.7,12758.1,510.6,5.9,6,0,0.0,0,Bajo
418,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,623,9,2,1,0,0,3.45,9,2,6448.05,5228.76,1219.29,10.62,2,1,0.14,0,Bajo
419,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1452,12,2,9,2,1,5.41,12,7,20037.6,13963.44,6074.16,20.16,4,0,0.4722222222222222,0,Medio
420,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,465,9,2,5,1,1,5.75,9,3,4812.75,4642.65,170.1,3.92,2,0,0.0,0,Bajo
421,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,471,42,2,0,0,0,0.0,18,1,9749.7,9571.69,178.01,0.53,2,0,0.0,0,Bajo
422,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,760,24,2,3,1,0,8.13,18,5,15732.0,11568.51,4163.49,6.19,2,1,0.9333333333333333,1,Alto
423,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1010,10,2,5,3,1,13.12,10,3,11615.0,8038.21,3576.79,26.22,10,1,1.0,1,Alto
424,Persona natural,Cable,Cable 50 Mbps,50,10,552,30,2,2,0,0,1.79,18,2,11426.4,11079.76,346.64,2.32,1,0,0.0,0,Bajo
425,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1488,48,2,2,0,0,2.65,18,0,30801.6,30133.23,668.37,0.7,3,0,0.0,0,Bajo
426,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1525,35,2,2,0,0,3.33,18,1,31567.5,27086.11,4481.39,6.06,4,0,0.11382113821138211,0,Bajo
427,Persona natural,Cable,Cable 50 Mbps,50,10,549,22,2,0,0,0,0.0,18,2,11364.3,10953.68,410.62,2.74,2,0,0.0,0,Bajo
428,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,954,22,2,4,1,2,8.61,18,7,19747.8,12415.54,7332.26,26.6,5,0,0.4722222222222222,0,Medio
429,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,984,24,2,0,0,0,0.0,18,1,20368.8,19698.96,669.84,0.1,1,0,0.0,0,Bajo
430,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1039,22,2,2,0,0,1.17,18,1,21507.3,21409.64,97.66,0.45,2,0,0.0,0,Bajo
431,Empresa,Fibra óptica,Fibra 200 Mbps,200,100,977,55,2,2,0,0,1.23,18,1,20223.9,19306.01,917.89,0.26,1,0,0.0,0,Bajo
432,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6004,9,3,5,1,3,17.26,9,5,62141.4,36959.83,25181.57,19.02,5,1,0.4722222222222222,0,Medio
433,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,615,33,2,2,0,0,1.41,18,1,12730.5,12461.55,268.95,4.19,1,0,0.0,0,Bajo
434,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,662,8,2,4,1,2,18.56,8,5,6090.4,4596.5,1493.9,22.28,7,1,0.6764705882352942,1,Alto
435,Persona natural,Cable,Cable 50 Mbps,50,10,581,49,2,1,0,0,2.74,18,1,12026.7,11624.68,402.02,1.55,2,0,0.0,0,Bajo
436,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1456,19,2,2,0,0,0.85,18,0,30139.2,29708.62,430.58,1.46,2,0,0.0,0,Bajo
437,Persona natural,Cable,Cable 100 Mbps,100,20,748,25,2,4,0,1,5.99,18,4,15483.6,14302.92,1180.68,7.47,5,0,0.14,0,Bajo
438,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,693,29,2,3,0,0,6.78,18,1,14345.1,11849.83,2495.27,4.18,6,0,0.3037037037037037,0,Medio
439,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1487,13,2,2,0,0,6.64,13,1,22230.65,19409.98,2820.67,5.82,4,0,0.11382113821138211,0,Bajo
440,Persona natural,Cable,Cable 100 Mbps,100,20,747,23,2,0,0,0,0.0,18,2,15462.9,14817.5,645.4,1.55,1,0,0.0,0,Bajo
441,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,773,28,2,1,0,0,1.39,18,2,16001.1,15435.98,565.12,3.53,2,0,0.0,0,Bajo
442,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,5976,33,3,1,0,0,0.97,18,1,123703.2,119770.73,3932.47,0.78,3,0,0.11382113821138211,0,Bajo
443,Persona natural,Cable,Cable 50 Mbps,50,10,633,43,2,2,0,0,2.59,18,1,13103.1,12721.71,381.39,3.85,3,0,0.0,0,Bajo
444,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,762,19,2,8,1,2,14.19,18,5,15773.4,12437.18,3336.22,12.9,8,1,0.6764705882352942,1,Alto
445,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,523,12,2,7,2,6,6.14,12,3,7217.4,5400.47,1816.93,10.55,10,1,0.6764705882352942,1,Alto
446,Persona natural,Cable,Cable 100 Mbps,100,20,782,20,2,1,1,1,6.53,18,4,16187.4,12202.02,3985.38,12.34,5,1,0.9333333333333333,1,Alto
447,Persona natural,Cable,Cable 50 Mbps,50,10,592,7,2,8,3,3,7.84,7,2,4765.6,3605.78,1159.82,23.17,6,0,0.14,0,Bajo
448,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1498,35,2,1,1,0,3.33,18,4,31008.6,26997.35,4011.25,13.05,5,0,0.11382113821138211,0,Bajo
449,Persona natural,Cable,Cable 100 Mbps,100,20,765,53,2,0,0,0,0.0,18,2,15835.5,15164.9,670.6,1.7,3,0,0.0,0,Bajo
450,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1543,27,2,4,0,2,2.96,18,2,31940.1,29301.27,2638.83,6.57,6,0,0.11382113821138211,0,Bajo
451,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,788,17,2,4,3,3,19.17,17,6,15405.4,8531.52,6873.88,27.0,4,1,0.4722222222222222,0,Medio
452,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1522,30,2,1,0,0,1.26,18,1,31505.4,31213.1,292.3,2.9,3,0,0.0,0,Bajo
453,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1044,10,2,1,1,1,3.53,10,3,12006.0,10268.36,1737.64,7.93,2,0,0.11382113821138211,0,Bajo
454,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,467,31,2,1,0,0,2.69,18,5,9666.9,9467.03,199.87,1.74,3,0,0.0,0,Bajo
455,Persona natural,Cable,Cable 50 Mbps,50,10,598,25,2,2,1,0,2.12,18,4,12378.6,10416.96,1961.64,14.49,3,0,0.3037037037037037,0,Medio
456,Empresa,Inalámbrico,Inalámbrico 20 Mbps,20,10,512,41,2,1,0,0,4.29,18,5,10598.4,9084.37,1514.03,8.66,6,0,0.3037037037037037,0,Medio
457,Empresa,Enlace dedicado,Dedicado 100 Mbps,100,100,3463,54,3,0,0,0,0.0,18,3,71684.1,68849.3,2834.8,1.7,1,0,0.11382113821138211,0,Bajo
458,Persona natural,Cable,Cable 100 Mbps,100,20,794,24,2,5,1,2,18.89,18,11,16435.8,10635.38,5800.42,24.22,7,0,0.0,0,Bajo
459,Persona natural,Cable,Cable 50 Mbps,50,10,556,60,2,1,0,0,1.06,18,2,11509.2,11065.67,443.53,4.06,3,0,0.0,0,Bajo
460,Persona natural,Cable,Cable 100 Mbps,100,20,773,29,2,4,0,0,5.14,18,2,16001.1,13108.71,2892.39,8.75,3,0,0.3037037037037037,0,Medio
461,Persona natural,Cable,Cable 100 Mbps,100,20,722,42,2,2,0,1,8.01,18,3,14945.4,13345.4,1600.0,11.85,6,0,0.3037037037037037,0,Medio
462,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,753,18,2,0,0,0,0.0,18,2,15587.1,15083.12,503.98,1.9,3,0,0.0,0,Bajo
463,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1469,13,2,5,0,0,2.54,13,4,21961.55,18918.76,3042.79,9.19,3,0,0.11382113821138211,0,Bajo
464,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,983,40,2,2,1,1,4.17,18,5,20348.1,17204.88,3143.22,3.56,3,0,0.11382113821138211,0,Bajo
465,Persona natural,Cable,Cable 100 Mbps,100,20,766,4,2,6,3,0,8.74,4,2,3523.6,2155.99,1367.61,23.33,5,1,1.0,1,Alto
466,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,534,37,2,1,0,1,2.73,18,1,11053.8,10899.67,154.13,1.85,3,0,0.0,0,Bajo
467,Empresa,Inalámbrico,Inalámbrico 20 Mbps,20,10,459,48,2,1,0,0,2.7,18,2,9501.3,9053.56,447.74,4.26,3,0,0.0,0,Bajo
468,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1473,51,2,1,0,0,1.07,18,0,30491.1,30269.76,221.34,1.45,3,0,0.0,0,Bajo
469,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,640,32,2,1,1,0,8.01,18,3,13248.0,12452.02,795.98,10.15,6,0,0.0,0,Bajo
470,Empresa,Cable,Cable 50 Mbps,50,10,596,23,2,6,1,1,13.63,18,6,12337.2,8865.71,3471.49,14.47,4,1,0.9333333333333333,1,Alto
471,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,451,29,2,2,1,0,8.76,18,3,9335.7,7806.37,1529.33,14.43,2,0,0.3037037037037037,0,Medio
472,Persona natural,Cable,Cable 50 Mbps,50,10,614,53,2,0,0,0,0.0,18,0,12709.8,12622.63,87.17,1.83,2,0,0.0,0,Bajo
473,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,496,57,2,2,0,0,1.62,18,2,10267.2,10047.85,219.35,1.88,3,0,0.0,0,Bajo
